ID,Sexo,Idade,CartaodeCredito,ChequeEspecial,Renda,LimiteCartaodeCredito,LimiteChequeEspecial,Devedor,SaldoDevedor
1222,0,33,1,1,"2811,88","4217,83","2811,88","0,00","0,00"
1223,0,29,1,1,"2412,60","3618,90","2412,60","0,00","0,00"
1224,1,20,1,1,"2011,80","3017,69","2011,80","0,00","0,00"
1225,1,26,1,1,"2506,84","3760,26","2506,84","0,00","0,00"
1226,0,30,0,0,"2898,23","0,00","0,00","0,00","0,00"
1227,0,35,0,0,"3464,23","0,00","0,00","0,00","0,00"
1228,0,27,0,1,"3132,16","0,00","3132,16","1,00","9692,77"
1229,1,31,0,1,"2956,84","0,00","2956,84","0,00","0,00"
1230,0,26,0,0,"2439,42","0,00","0,00","0,00","0,00"
1231,0,25,0,0,"2906,83","0,00","0,00","0,00","0,00"
1232,0,26,0,0,"2658,15","0,00","0,00","0,00","0,00"
1233,0,35,1,0,"3584,85","5377,27","0,00","0,00","0,00"
1234,0,33,0,0,"2872,64","0,00","0,00","0,00","0,00"
1235,0,32,1,0,"3439,76","5159,64","0,00","1,00","16584,93"
1236,0,34,0,0,"3797,34","0,00","0,00","0,00","0,00"
1237,0,28,1,0,"3000,00","4500,00","0,00","0,00","0,00"
1238,1,33,1,1,"2920,64","4380,96","2920,64","0,00","0,00"
1239,1,30,1,1,"3435,11","5152,67","3435,11","0,00","0,00"
1240,0,25,0,0,"2425,55","0,00","0,00","0,00","0,00"
1241,0,26,0,0,"3077,52","0,00","0,00","1,00","0,00"
1242,0,30,1,0,"3139,42","4709,13","0,00","0,00","0,00"
1243,0,30,1,0,"3124,88","4687,33","0,00","0,00","0,00"
1244,0,28,0,0,"3362,15","0,00","0,00","0,00","0,00"
1245,1,26,1,1,"2914,17","4371,25","2914,17","0,00","0,00"
1246,0,21,0,1,"2196,74","0,00","2196,74","0,00","0,00"
1247,0,31,0,1,"2856,32","0,00","2856,32","0,00","0,00"
1248,0,28,0,0,"3052,46","0,00","0,00","0,00","0,00"
1249,0,32,0,0,"3445,99","0,00","0,00","1,00","0,00"
1250,1,23,1,1,"2181,97","3272,96","2181,97","0,00","0,00"
1251,1,24,1,1,"2347,40","3521,10","2347,40","0,00","0,00"
1252,0,29,1,0,"2820,21","4230,31","0,00","1,00","15619,51"
1253,0,24,1,0,"2005,49","3008,24","0,00","0,00","0,00"
1254,0,22,1,0,"2349,22","3523,83","0,00","0,00","0,00"
1255,0,33,1,0,"2808,76","4213,14","0,00","0,00","0,00"
1256,1,33,0,0,"3414,00","0,00","0,00","0,00","0,00"
1257,0,25,0,0,"2113,36","0,00","0,00","1,00","0,00"
1258,0,28,1,0,"3067,80","4601,69","0,00","0,00","0,00"
1259,1,25,1,1,"2705,59","4058,39","2705,59","0,00","0,00"
1260,0,31,1,0,"3680,46","5520,69","0,00","0,00","0,00"
1261,0,29,0,0,"2556,11","0,00","0,00","1,00","0,00"
1262,0,26,1,0,"2848,27","4272,41","0,00","0,00","0,00"
1263,0,26,0,0,"2543,99","0,00","0,00","0,00","0,00"
1264,0,25,0,0,"2553,99","0,00","0,00","1,00","0,00"
1265,1,31,0,0,"2971,61","0,00","0,00","0,00","0,00"
1266,0,32,0,0,"3332,81","0,00","0,00","0,00","0,00"
1267,0,31,1,1,"2755,48","4133,22","2755,48","0,00","0,00"
1268,1,26,1,1,"2365,45","3548,17","2365,45","1,00","14977,51"
1269,0,22,1,1,"2380,53","3570,80","2380,53","0,00","0,00"
1270,1,32,1,1,"2276,43","3414,65","2276,43","1,00","14448,01"
1271,0,29,0,0,"2820,90","0,00","0,00","0,00","0,00"
1272,1,29,0,0,"2771,23","0,00","0,00","0,00","0,00"
1273,0,34,0,1,"3653,81","0,00","3653,81","0,00","0,00"
1274,0,26,0,0,"2711,96","0,00","0,00","0,00","0,00"
1275,1,34,0,1,"2939,55","0,00","2939,55","0,00","0,00"
1276,0,28,0,1,"3215,21","0,00","3215,21","0,00","0,00"
1277,1,27,0,1,"2985,05","0,00","2985,05","0,00","0,00"
1278,0,29,1,0,"3316,94","4975,41","0,00","0,00","0,00"
1279,0,31,0,1,"2798,40","0,00","2798,40","1,00","4926,27"
1280,0,29,0,0,"3452,34","0,00","0,00","0,00","0,00"
1281,0,26,1,0,"2913,46","4370,19","0,00","0,00","0,00"
1282,1,28,1,1,"3123,90","4685,85","3123,90","1,00","23739,20"
1283,0,19,1,0,"1670,07","2505,10","0,00","0,00","0,00"
1284,1,27,0,1,"2681,63","0,00","2681,63","0,00","0,00"
1285,0,31,0,0,"3158,37","0,00","0,00","0,00","0,00"
1286,0,29,1,0,"2503,13","3754,70","0,00","0,00","0,00"
1287,1,32,1,1,"3135,53","4703,29","3135,53","0,00","0,00"
1288,0,31,0,0,"3341,03","0,00","0,00","1,00","0,00"
1289,0,32,1,0,"3300,77","4951,15","0,00","1,00","12871,49"
1290,0,32,1,0,"3277,20","4915,81","0,00","0,00","0,00"
1291,1,23,0,1,"2632,77","0,00","2632,77","0,00","0,00"
1292,0,30,1,0,"2773,61","4160,42","0,00","0,00","0,00"
1293,0,36,0,0,"3885,51","0,00","0,00","0,00","0,00"
1294,1,28,1,1,"3098,94","4648,40","3098,94","1,00","20229,86"
1295,0,31,1,0,"2694,79","4042,19","0,00","0,00","0,00"
1296,0,30,0,0,"2402,79","0,00","0,00","0,00","0,00"
1297,1,32,1,1,"3507,38","5261,08","3507,38","0,00","0,00"
1298,1,28,0,0,"2729,80","0,00","0,00","1,00","0,00"
1299,1,27,1,1,"3346,70","5020,06","3346,70","1,00","18139,87"
1300,0,30,1,0,"3095,59","4643,39","0,00","1,00","10700,67"
1301,0,30,1,1,"2991,74","4487,61","2991,74","0,00","0,00"
1302,0,29,1,0,"2398,03","3597,05","0,00","0,00","0,00"
1303,0,30,1,0,"2757,18","4135,77","0,00","0,00","0,00"
1304,1,31,0,1,"2672,60","0,00","2672,60","0,00","0,00"
1305,1,26,1,1,"3340,67","5011,01","3340,67","0,00","0,00"
1306,0,34,1,0,"2964,93","4447,39","0,00","0,00","0,00"
1307,0,38,0,0,"4036,13","0,00","0,00","0,00","0,00"
1308,0,35,1,1,"3969,52","5954,28","3969,52","1,00","35630,59"
1309,0,28,0,0,"2709,33","0,00","0,00","0,00","0,00"
1310,0,22,0,0,"2231,76","0,00","0,00","0,00","0,00"
1311,0,30,0,0,"2675,44","0,00","0,00","0,00","0,00"
1312,0,33,0,0,"3298,03","0,00","0,00","0,00","0,00"
1313,1,33,1,0,"3180,87","4771,30","0,00","1,00","13145,99"
1314,0,25,0,1,"2311,66","0,00","2311,66","0,00","0,00"
1315,1,25,1,1,"2649,24","3973,87","2649,24","0,00","0,00"
1316,0,30,1,0,"2750,18","4125,27","0,00","0,00","0,00"
1317,1,32,1,1,"2705,59","4058,39","2705,59","0,00","0,00"
1318,0,33,0,0,"3571,59","0,00","0,00","1,00","0,00"
1319,0,33,0,0,"3366,66","0,00","0,00","0,00","0,00"
1320,0,26,1,0,"2178,06","3267,09","0,00","1,00","9645,06"
1321,1,24,0,1,"2231,08","0,00","2231,08","0,00","0,00"
1322,0,21,0,1,"2278,76","0,00","2278,76","1,00","6550,48"
1323,1,32,0,1,"2880,80","0,00","2880,80","0,00","0,00"
1324,0,33,0,0,"3555,72","0,00","0,00","0,00","0,00"
1325,1,31,1,0,"2998,48","4497,72","0,00","0,00","0,00"
1326,0,25,0,0,"2145,51","0,00","0,00","0,00","0,00"
1327,0,36,1,0,"3769,49","5654,23","0,00","1,00","16664,54"
1328,0,28,0,0,"2103,11","0,00","0,00","0,00","0,00"
1329,0,37,0,0,"3460,67","0,00","0,00","0,00","0,00"
1330,0,32,0,0,"3172,49","0,00","0,00","0,00","0,00"
1331,0,34,1,1,"3485,31","5227,97","3485,31","1,00","24263,60"
1332,0,31,0,0,"3179,67","0,00","0,00","1,00","0,00"
1333,0,29,0,1,"2933,23","0,00","2933,23","0,00","0,00"
1334,0,25,1,0,"2846,24","4269,36","0,00","0,00","0,00"
1335,0,27,1,1,"3162,95","4744,43","3162,95","1,00","26111,11"
1336,0,29,0,0,"3431,26","0,00","0,00","0,00","0,00"
1337,1,31,0,0,"2693,49","0,00","0,00","0,00","0,00"
1338,1,29,1,1,"2666,13","3999,19","2666,13","0,00","0,00"
1339,1,29,1,1,"2534,98","3802,47","2534,98","0,00","0,00"
1340,0,30,1,0,"2874,47","4311,70","0,00","0,00","0,00"
1341,0,27,0,0,"2782,44","0,00","0,00","0,00","0,00"
1342,0,27,0,1,"2750,51","0,00","2750,51","1,00","9276,04"
1343,0,24,0,0,"2344,51","0,00","0,00","0,00","0,00"
1344,0,33,0,0,"3248,75","0,00","0,00","0,00","0,00"
1345,0,30,0,0,"2874,57","0,00","0,00","0,00","0,00"
1346,1,29,1,0,"2650,41","3975,62","0,00","0,00","0,00"
1347,0,27,0,0,"2501,92","0,00","0,00","0,00","0,00"
1348,0,29,0,0,"2659,58","0,00","0,00","0,00","0,00"
1349,0,25,0,0,"2373,20","0,00","0,00","0,00","0,00"
1350,0,25,1,0,"2151,36","3227,05","0,00","0,00","0,00"
1351,0,22,0,0,"2471,23","0,00","0,00","0,00","0,00"
1352,0,33,0,0,"3943,87","0,00","0,00","0,00","0,00"
1353,0,30,1,1,"2607,33","3911,00","2607,33","0,00","0,00"
1354,0,25,1,0,"2813,88","4220,82","0,00","0,00","0,00"
1355,0,34,0,0,"3438,50","0,00","0,00","1,00","0,00"
1356,0,32,1,0,"3208,56","4812,84","0,00","0,00","0,00"
1357,0,32,1,0,"3218,71","4828,06","0,00","1,00","11994,46"
1358,1,29,1,1,"3032,57","4548,86","3032,57","0,00","0,00"
1359,0,28,0,0,"2828,76","0,00","0,00","0,00","0,00"
1360,0,29,0,0,"2650,33","0,00","0,00","1,00","0,00"
1361,0,31,0,0,"3142,81","0,00","0,00","1,00","0,00"
1362,0,33,0,0,"3588,60","0,00","0,00","1,00","0,00"
1363,1,36,1,1,"3515,07","5272,61","3515,07","1,00","21683,57"
1364,0,27,0,0,"2369,41","0,00","0,00","0,00","0,00"
1365,0,25,1,0,"2087,17","3130,76","0,00","1,00","8363,73"
1366,0,30,0,0,"3186,81","0,00","0,00","0,00","0,00"
1367,0,42,0,0,"4173,15","0,00","0,00","1,00","0,00"
1368,0,28,0,0,"2633,89","0,00","0,00","0,00","0,00"
1369,0,34,1,0,"3476,71","5215,06","0,00","0,00","0,00"
1370,0,29,0,1,"2698,16","0,00","2698,16","0,00","0,00"
1371,0,28,0,0,"2776,94","0,00","0,00","0,00","0,00"
1372,0,27,0,0,"2777,19","0,00","0,00","0,00","0,00"
1373,0,29,1,0,"2308,72","3463,08","0,00","1,00","10971,78"
1374,0,36,1,1,"3245,64","4868,47","3245,64","1,00","22513,95"
1375,0,31,0,0,"2690,29","0,00","0,00","0,00","0,00"
1376,1,31,0,1,"2716,43","0,00","2716,43","0,00","0,00"
1377,0,33,0,0,"3812,33","0,00","0,00","1,00","0,00"
1378,1,38,0,1,"4249,77","0,00","4249,77","0,00","0,00"
1379,0,33,0,0,"3552,23","0,00","0,00","0,00","0,00"
1380,0,24,0,1,"2311,01","0,00","2311,01","0,00","0,00"
1381,0,25,0,0,"2796,13","0,00","0,00","0,00","0,00"
1382,0,23,0,1,"2019,14","0,00","2019,14","0,00","0,00"
1383,1,18,0,1,"1440,72","0,00","1440,72","0,00","0,00"
1384,0,35,1,0,"2440,53","3660,80","0,00","0,00","0,00"
1385,1,28,0,1,"2863,65","0,00","2863,65","1,00","7407,95"
1386,0,31,1,1,"3111,31","4666,96","3111,31","1,00","25136,69"
1387,0,34,0,0,"3131,37","0,00","0,00","0,00","0,00"
1388,1,27,1,1,"2832,07","4248,11","2832,07","1,00","19871,80"
1389,0,29,0,0,"2912,29","0,00","0,00","0,00","0,00"
1390,0,31,0,0,"3006,21","0,00","0,00","0,00","0,00"
1391,1,30,1,1,"3382,27","5073,40","3382,27","1,00","27928,85"
1392,0,26,0,0,"2974,39","0,00","0,00","0,00","0,00"
1393,0,32,1,0,"3533,58","5300,36","0,00","0,00","0,00"
1394,0,32,1,0,"3390,91","5086,36","0,00","0,00","0,00"
1395,0,28,1,1,"2519,59","3779,38","2519,59","1,00","22833,04"
1396,1,25,1,1,"2437,92","3656,88","2437,92","0,00","0,00"
1397,0,32,1,0,"3185,79","4778,69","0,00","0,00","0,00"
1398,0,35,0,0,"3552,36","0,00","0,00","0,00","0,00"
1399,0,35,0,0,"3891,27","0,00","0,00","0,00","0,00"
1400,0,33,0,0,"2831,57","0,00","0,00","0,00","0,00"
1401,0,28,0,0,"2420,43","0,00","0,00","0,00","0,00"
1402,0,27,0,0,"2683,79","0,00","0,00","0,00","0,00"
1403,0,27,1,0,"2302,85","3454,28","0,00","1,00","9647,23"
1404,0,28,0,0,"3112,68","0,00","0,00","1,00","0,00"
1405,0,32,1,0,"3146,19","4719,29","0,00","0,00","0,00"
1406,1,31,1,1,"2265,23","3397,85","2265,23","0,00","0,00"
1407,0,22,0,0,"2147,53","0,00","0,00","0,00","0,00"
1408,1,22,1,1,"2246,51","3369,77","2246,51","0,00","0,00"
1409,0,29,0,1,"2676,34","0,00","2676,34","1,00","10216,70"
1410,1,30,0,1,"2620,26","0,00","2620,26","1,00","6819,89"
1411,1,20,1,0,"2002,61","3003,91","0,00","0,00","0,00"
1412,1,26,0,1,"2918,21","0,00","2918,21","0,00","0,00"
1413,0,30,0,0,"2856,16","0,00","0,00","0,00","0,00"
1414,0,35,1,0,"3888,61","5832,91","0,00","1,00","11876,16"
1415,0,21,1,0,"2394,25","3591,38","0,00","0,00","0,00"
1416,1,24,1,1,"2096,62","3144,94","2096,62","0,00","0,00"
1417,0,25,0,0,"2716,40","0,00","0,00","0,00","0,00"
1418,0,30,0,0,"2967,61","0,00","0,00","0,00","0,00"
1419,1,31,0,1,"3176,19","0,00","3176,19","1,00","8835,83"
1420,0,28,0,0,"3291,45","0,00","0,00","1,00","0,00"
1421,1,23,0,1,"2525,51","0,00","2525,51","0,00","0,00"
1422,0,27,1,0,"2569,74","3854,60","0,00","0,00","0,00"
1423,0,27,1,0,"2294,78","3442,16","0,00","0,00","0,00"
1424,1,29,0,1,"3005,30","0,00","3005,30","0,00","0,00"
1425,0,36,1,0,"3789,93","5684,89","0,00","1,00","15419,23"
1426,0,27,1,0,"3027,67","4541,50","0,00","0,00","0,00"
1427,0,30,1,0,"3428,82","5143,23","0,00","0,00","0,00"
1428,1,27,0,1,"2758,17","0,00","2758,17","0,00","0,00"
1429,1,25,0,1,"2541,89","0,00","2541,89","0,00","0,00"
1430,0,32,1,0,"3341,03","5011,55","0,00","1,00","14423,12"
1431,1,25,1,1,"2770,86","4156,29","2770,86","0,00","0,00"
1432,0,40,1,1,"4066,96","6100,44","4066,96","1,00","41806,98"
1433,1,30,1,1,"2883,28","4324,93","2883,28","0,00","0,00"
1434,1,30,0,1,"2683,75","0,00","2683,75","0,00","0,00"
1435,0,29,0,0,"2903,96","0,00","0,00","0,00","0,00"
1436,0,37,0,0,"3694,35","0,00","0,00","1,00","0,00"
1437,0,32,0,0,"3200,13","0,00","0,00","0,00","0,00"
1438,1,28,1,1,"2689,63","4034,45","2689,63","0,00","0,00"
1439,0,25,1,0,"2352,25","3528,37","0,00","1,00","9412,59"
1440,0,25,0,0,"2731,49","0,00","0,00","0,00","0,00"
1441,0,26,1,0,"2562,70","3844,05","0,00","0,00","0,00"
1442,0,34,0,0,"3929,90","0,00","0,00","0,00","0,00"
1443,0,29,0,1,"2672,95","0,00","2672,95","0,00","0,00"
1444,0,26,1,0,"2120,57","3180,86","0,00","0,00","0,00"
1445,1,33,1,1,"3247,21","4870,81","3247,21","0,00","0,00"
1446,1,35,1,1,"3819,18","5728,77","3819,18","0,00","0,00"
1447,0,27,1,0,"2658,56","3987,84","0,00","0,00","0,00"
1448,0,28,0,1,"2357,92","0,00","2357,92","1,00","6885,76"
1449,0,31,0,0,"2919,37","0,00","0,00","0,00","0,00"
1450,0,29,0,0,"2888,68","0,00","0,00","0,00","0,00"
1451,0,31,0,0,"3504,34","0,00","0,00","0,00","0,00"
1452,1,36,1,1,"4004,39","6006,58","4004,39","0,00","0,00"
1453,1,29,1,1,"3135,22","4702,84","3135,22","0,00","0,00"
1454,0,28,0,1,"2931,99","0,00","2931,99","0,00","0,00"
1455,0,31,0,0,"2847,78","0,00","0,00","0,00","0,00"
1456,1,29,0,1,"3135,23","0,00","3135,23","0,00","0,00"
1457,0,32,0,1,"3589,89","0,00","3589,89","0,00","0,00"
1458,1,29,1,1,"3115,24","4672,86","3115,24","1,00","29054,49"
1459,1,31,1,1,"3464,73","5197,09","3464,73","0,00","0,00"
1460,0,23,0,0,"2369,94","0,00","0,00","0,00","0,00"
1461,1,30,0,1,"3305,57","0,00","3305,57","0,00","0,00"
1462,1,27,0,1,"3078,96","0,00","3078,96","1,00","11886,23"
1463,1,25,1,0,"2257,93","3386,89","0,00","1,00","13778,51"
1464,0,28,0,0,"3225,36","0,00","0,00","0,00","0,00"
1465,0,31,0,0,"3337,11","0,00","0,00","0,00","0,00"
1466,1,30,0,0,"3211,61","0,00","0,00","0,00","0,00"
1467,1,32,1,1,"3223,54","4835,30","3223,54","0,00","0,00"
1468,0,33,1,0,"2984,85","4477,27","0,00","0,00","0,00"
1469,0,33,1,0,"2887,47","4331,21","0,00","0,00","0,00"
1470,0,28,0,0,"2884,76","0,00","0,00","0,00","0,00"
1471,1,24,0,1,"2365,36","0,00","2365,36","0,00","0,00"
1472,0,28,0,0,"3098,21","0,00","0,00","0,00","0,00"
1473,1,34,1,1,"3394,45","5091,68","3394,45","0,00","0,00"
1474,0,29,0,0,"2792,38","0,00","0,00","0,00","0,00"
1475,0,23,0,0,"2647,62","0,00","0,00","0,00","0,00"
1476,1,31,1,1,"3017,74","4526,62","3017,74","0,00","0,00"
1477,0,31,1,1,"2890,92","4336,38","2890,92","0,00","0,00"
1478,1,28,1,1,"2988,04","4482,05","2988,04","0,00","0,00"
1479,1,30,1,1,"3450,97","5176,45","3450,97","0,00","0,00"
1480,1,35,0,1,"3158,09","0,00","3158,09","0,00","0,00"
1481,1,35,0,0,"3404,37","0,00","0,00","0,00","0,00"
1482,0,28,1,0,"2703,31","4054,96","0,00","0,00","0,00"
1483,1,30,0,1,"3009,84","0,00","3009,84","0,00","0,00"
1484,1,24,1,1,"2479,48","3719,22","2479,48","1,00","20822,45"
1485,1,27,1,1,"2897,12","4345,68","2897,12","1,00","30489,75"
1486,0,38,0,0,"4197,88","0,00","0,00","1,00","0,00"
1487,1,35,1,0,"3244,63","4866,94","0,00","1,00","11049,36"
1488,0,29,0,1,"2895,95","0,00","2895,95","0,00","0,00"
1489,0,27,1,0,"2912,65","4368,98","0,00","1,00","13174,44"
1490,1,24,1,1,"2257,33","3385,99","2257,33","0,00","0,00"
1491,0,38,0,0,"3973,40","0,00","0,00","0,00","0,00"
1492,0,30,1,0,"3523,26","5284,88","0,00","0,00","0,00"
1493,1,27,0,1,"2337,52","0,00","2337,52","0,00","0,00"
1494,1,34,1,1,"3646,23","5469,35","3646,23","0,00","0,00"
1495,0,25,0,0,"2481,94","0,00","0,00","0,00","0,00"
1496,1,32,1,1,"2879,62","4319,43","2879,62","0,00","0,00"
1497,1,35,1,1,"3592,16","5388,24","3592,16","1,00","30310,30"
1498,0,29,1,0,"2885,65","4328,48","0,00","0,00","0,00"
1499,0,35,0,1,"3141,68","0,00","3141,68","0,00","0,00"
1500,0,32,0,0,"3206,36","0,00","0,00","0,00","0,00"
1501,1,27,0,0,"2857,80","0,00","0,00","1,00","0,00"
1502,1,32,1,1,"3136,79","4705,19","3136,79","0,00","0,00"
1503,0,27,1,0,"3185,32","4777,98","0,00","0,00","0,00"
1504,0,27,0,0,"3121,96","0,00","0,00","0,00","0,00"
1505,0,33,1,0,"3052,08","4578,13","0,00","1,00","15027,76"
1506,0,28,1,0,"3185,96","4778,93","0,00","0,00","0,00"
1507,0,29,1,0,"3265,83","4898,74","0,00","0,00","0,00"
1508,0,34,0,0,"3179,88","0,00","0,00","1,00","0,00"
1509,0,25,1,0,"2892,22","4338,33","0,00","0,00","0,00"
1510,0,36,0,0,"4199,67","0,00","0,00","0,00","0,00"
1511,0,38,1,0,"4037,95","6056,92","0,00","1,00","16485,53"
1512,1,32,1,1,"3485,48","5228,22","3485,48","0,00","0,00"
1513,1,31,0,1,"2786,09","0,00","2786,09","1,00","8431,70"
1514,0,28,0,0,"3321,95","0,00","0,00","1,00","0,00"
1515,0,31,1,0,"2915,96","4373,95","0,00","0,00","0,00"
1516,0,27,0,0,"2602,65","0,00","0,00","0,00","0,00"
1517,0,31,1,0,"3258,59","4887,88","0,00","0,00","0,00"
1518,0,27,0,0,"2727,85","0,00","0,00","0,00","0,00"
1519,0,33,1,0,"3855,42","5783,13","0,00","0,00","0,00"
1520,0,32,0,0,"2964,84","0,00","0,00","0,00","0,00"
1521,1,34,0,1,"3217,16","0,00","3217,16","0,00","0,00"
1522,0,37,0,0,"3797,41","0,00","0,00","1,00","0,00"
1523,1,27,0,1,"2852,17","0,00","2852,17","0,00","0,00"
1524,0,33,0,0,"4266,54","0,00","0,00","0,00","0,00"
1525,1,24,0,1,"2087,99","0,00","2087,99","0,00","0,00"
1526,0,28,1,0,"3112,69","4669,03","0,00","0,00","0,00"
1527,0,33,1,0,"3593,56","5390,34","0,00","1,00","17480,95"
1528,0,27,1,1,"2997,74","4496,61","2997,74","1,00","28532,89"
1529,0,31,0,0,"2706,60","0,00","0,00","1,00","0,00"
1530,0,26,1,0,"2694,61","4041,92","0,00","0,00","0,00"
1531,1,28,1,1,"2661,18","3991,77","2661,18","1,00","17093,09"
1532,0,29,0,0,"2391,59","0,00","0,00","1,00","0,00"
1533,1,27,1,1,"2456,40","3684,60","2456,40","0,00","0,00"
1534,0,22,0,0,"1970,32","0,00","0,00","0,00","0,00"
1535,0,30,0,0,"3491,31","0,00","0,00","0,00","0,00"
1536,0,31,0,1,"2880,60","0,00","2880,60","0,00","0,00"
1537,0,30,1,0,"3269,39","4904,09","0,00","0,00","0,00"
1538,0,28,1,0,"2969,66","4454,49","0,00","0,00","0,00"
1539,1,33,0,0,"3037,74","0,00","0,00","1,00","0,00"
1540,0,34,1,0,"3582,98","5374,47","0,00","0,00","0,00"
1541,0,20,0,0,"2111,27","0,00","0,00","1,00","0,00"
1542,1,34,1,0,"3008,14","4512,21","0,00","1,00","11411,34"
1543,0,22,1,0,"2359,53","3539,29","0,00","0,00","0,00"
1544,0,28,1,0,"2798,48","4197,72","0,00","1,00","7979,19"
1545,0,25,0,0,"2440,14","0,00","0,00","0,00","0,00"
1546,0,27,1,0,"2460,96","3691,44","0,00","0,00","0,00"
1547,0,35,0,0,"3439,08","0,00","0,00","0,00","0,00"
1548,0,32,0,0,"2852,85","0,00","0,00","1,00","0,00"
1549,0,31,1,0,"3092,56","4638,84","0,00","0,00","0,00"
1550,1,21,1,1,"2072,12","3108,18","2072,12","1,00","13295,69"
1551,1,30,1,1,"2926,41","4389,62","2926,41","0,00","0,00"
1552,0,32,1,1,"3556,38","5334,58","3556,38","0,00","0,00"
1553,0,33,0,1,"3095,69","0,00","3095,69","0,00","0,00"
1554,0,26,0,0,"2565,60","0,00","0,00","0,00","0,00"
1555,0,33,0,0,"3585,07","0,00","0,00","0,00","0,00"
1556,0,24,0,0,"2717,03","0,00","0,00","0,00","0,00"
1557,0,36,0,1,"3562,47","0,00","3562,47","0,00","0,00"
1558,0,26,0,0,"2616,97","0,00","0,00","0,00","0,00"
1559,0,33,0,0,"3662,71","0,00","0,00","0,00","0,00"
1560,1,31,1,0,"3199,15","4798,72","0,00","0,00","0,00"
1561,1,25,1,0,"2582,96","3874,44","0,00","0,00","0,00"
1562,0,34,1,0,"3311,59","4967,38","0,00","1,00","13957,56"
1563,1,30,1,1,"3029,95","4544,92","3029,95","0,00","0,00"
1564,0,33,0,0,"3302,39","0,00","0,00","0,00","0,00"
1565,0,30,0,0,"3172,80","0,00","0,00","0,00","0,00"
1566,0,33,0,1,"3252,04","0,00","3252,04","0,00","0,00"
1567,0,30,0,0,"2907,84","0,00","0,00","0,00","0,00"
1568,1,34,1,1,"3374,51","5061,76","3374,51","0,00","0,00"
1569,0,28,0,0,"2671,42","0,00","0,00","0,00","0,00"
1570,1,32,1,1,"3695,39","5543,09","3695,39","0,00","0,00"
1571,0,31,1,0,"2771,46","4157,19","0,00","1,00","8823,18"
1572,0,33,1,0,"3700,16","5550,24","0,00","0,00","0,00"
1573,1,27,1,0,"2697,18","4045,77","0,00","1,00","13948,42"
1574,0,30,0,0,"2393,83","0,00","0,00","0,00","0,00"
1575,0,27,1,0,"2552,88","3829,33","0,00","0,00","0,00"
1576,1,33,1,1,"3681,47","5522,21","3681,47","1,00","18667,26"
1577,0,27,1,0,"2350,91","3526,37","0,00","0,00","0,00"
1578,0,36,0,0,"3647,71","0,00","0,00","1,00","0,00"
1579,0,33,1,0,"2894,77","4342,15","0,00","0,00","0,00"
1580,0,29,1,0,"2923,50","4385,26","0,00","1,00","11758,94"
1581,0,34,1,0,"3748,07","5622,10","0,00","0,00","0,00"
1582,0,29,1,1,"2840,48","4260,72","2840,48","0,00","0,00"
1583,0,32,0,0,"3506,24","0,00","0,00","1,00","0,00"
1584,0,32,0,0,"3433,27","0,00","0,00","0,00","0,00"
1585,1,31,0,1,"3474,93","0,00","3474,93","0,00","0,00"
1586,0,27,0,0,"3059,82","0,00","0,00","0,00","0,00"
1587,0,24,0,0,"2640,10","0,00","0,00","1,00","0,00"
1588,0,23,1,0,"2389,81","3584,71","0,00","1,00","10483,78"
1589,0,28,0,0,"2817,44","0,00","0,00","1,00","0,00"
1590,0,32,0,0,"3244,04","0,00","0,00","0,00","0,00"
1591,1,29,1,1,"3005,36","4508,04","3005,36","0,00","0,00"
1592,1,25,1,1,"2274,88","3412,32","2274,88","0,00","0,00"
1593,0,38,0,0,"3574,17","0,00","0,00","0,00","0,00"
1594,0,32,0,0,"3040,63","0,00","0,00","0,00","0,00"
1595,0,37,1,0,"3506,05","5259,08","0,00","0,00","0,00"
1596,0,34,0,0,"3304,28","0,00","0,00","0,00","0,00"
1597,0,27,0,0,"2685,01","0,00","0,00","0,00","0,00"
1598,0,28,1,0,"2577,46","3866,18","0,00","0,00","0,00"
1599,1,24,0,0,"1863,76","0,00","0,00","0,00","0,00"
1600,0,32,1,0,"3845,61","5768,41","0,00","0,00","0,00"
1601,0,36,1,0,"3306,07","4959,10","0,00","1,00","11355,98"
1602,0,26,1,0,"2865,74","4298,60","0,00","0,00","0,00"
1603,0,25,0,0,"2345,59","0,00","0,00","0,00","0,00"
1604,1,33,0,1,"3464,91","0,00","3464,91","0,00","0,00"
1605,1,23,1,1,"2268,53","3402,79","2268,53","0,00","0,00"
1606,0,37,0,0,"3922,51","0,00","0,00","0,00","0,00"
1607,1,32,0,1,"2608,33","0,00","2608,33","0,00","0,00"
1608,0,23,1,1,"2354,67","3532,00","2354,67","0,00","0,00"
1609,0,31,1,0,"3053,71","4580,57","0,00","1,00","15431,11"
1610,0,30,1,0,"3416,20","5124,30","0,00","1,00","15865,12"
1611,0,20,0,0,"1933,74","0,00","0,00","0,00","0,00"
1612,1,29,1,1,"2787,46","4181,19","2787,46","0,00","0,00"
1613,0,27,0,0,"2203,48","0,00","0,00","0,00","0,00"
1614,1,26,0,1,"2642,70","0,00","2642,70","0,00","0,00"
1615,1,30,1,1,"3185,67","4778,51","3185,67","0,00","0,00"
1616,0,33,1,0,"3222,58","4833,88","0,00","0,00","0,00"
1617,0,36,1,0,"3390,01","5085,01","0,00","1,00","16261,83"
1618,0,19,0,0,"1968,46","0,00","0,00","1,00","0,00"
1619,0,32,1,0,"2817,17","4225,76","0,00","0,00","0,00"
